ST,STATE,OCC_TITLE,A_MEAN
MD,Maryland,"Environmental Science and Protection Technicians, Including Health",54390
MD,Maryland,Forensic Science Technicians,65800
MD,Maryland,Forest and Conservation Technicians,41800
MD,Maryland,"Life, Physical, and Social Science Technicians, All Other",62990
MD,Maryland,Community and Social Service Occupations,48770
MD,Maryland,Substance Abuse and Behavioral Disorder Counselors,43990
MD,Maryland,"Educational, Guidance, School, and Vocational Counselors",60520
MD,Maryland,Marriage and Family Therapists,49210
MD,Maryland,Mental Health Counselors,42180
MD,Maryland,Rehabilitation Counselors,32550
MD,Maryland,"Counselors, All Other",36880
MD,Maryland,"Child, Family, and School Social Workers",48250
MD,Maryland,Healthcare Social Workers,55540
MD,Maryland,Mental Health and Substance Abuse Social Workers,45830
MD,Maryland,"Social Workers, All Other",66370
MD,Maryland,Health Educators,86540
MD,Maryland,Probation Officers and Correctional Treatment Specialists,54790
MD,Maryland,Social and Human Service Assistants,33240
MD,Maryland,Community Health Workers,39650
MD,Maryland,"Community and Social Service Specialists, All Other",43590
MD,Maryland,Clergy,48070
MD,Maryland,"Directors, Religious Activities and Education",47550
MD,Maryland,"Religious Workers, All Other",34270
MD,Maryland,Legal Occupations,89600
MD,Maryland,Lawyers,126060
MD,Maryland,Judicial Law Clerks,63650
MD,Maryland,"Administrative Law Judges, Adjudicators, and Hearing Officers",93250
MD,Maryland,"Arbitrators, Mediators, and Conciliators",56640
MD,Maryland,"Judges, Magistrate Judges, and Magistrates",134740
MD,Maryland,Paralegals and Legal Assistants,52360
MD,Maryland,Court Reporters,40680
MD,Maryland,"Title Examiners, Abstractors, and Searchers",44740
MD,Maryland,"Legal Support Workers, All Other",80840
MD,Maryland,"Education, Training, and Library Occupations",59050
MD,Maryland,"Business Teachers, Postsecondary",87280
MD,Maryland,"Computer Science Teachers, Postsecondary",83940
MD,Maryland,"Mathematical Science Teachers, Postsecondary",75090
MD,Maryland,"Engineering Teachers, Postsecondary",98840
MD,Maryland,"Agricultural Sciences Teachers, Postsecondary",93170
MD,Maryland,"Biological Science Teachers, Postsecondary",85660
MD,Maryland,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",104220
MD,Maryland,"Chemistry Teachers, Postsecondary",66530
MD,Maryland,"Environmental Science Teachers, Postsecondary",82070
MD,Maryland,"Physics Teachers, Postsecondary",94270
MD,Maryland,"Anthropology and Archeology Teachers, Postsecondary",83860
MD,Maryland,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",83740
MD,Maryland,"Economics Teachers, Postsecondary",90890
MD,Maryland,"Geography Teachers, Postsecondary",76060
MD,Maryland,"Political Science Teachers, Postsecondary",90480
MD,Maryland,"Psychology Teachers, Postsecondary",90390
MD,Maryland,"Sociology Teachers, Postsecondary",76870
MD,Maryland,"Social Sciences Teachers, Postsecondary, All Other",64800
MD,Maryland,"Nursing Instructors and Teachers, Postsecondary",75700
MD,Maryland,"Education Teachers, Postsecondary",65820
MD,Maryland,"Criminal Justice and Law Enforcement Teachers, Postsecondary",69700
MD,Maryland,"Law Teachers, Postsecondary",132640
MD,Maryland,"Social Work Teachers, Postsecondary",69000
MD,Maryland,"Art, Drama, and Music Teachers, Postsecondary",86540
MD,Maryland,"Communications Teachers, Postsecondary",67880
MD,Maryland,"English Language and Literature Teachers, Postsecondary",65030
MD,Maryland,"Foreign Language and Literature Teachers, Postsecondary",62670
MD,Maryland,"History Teachers, Postsecondary",81950
MD,Maryland,"Philosophy and Religion Teachers, Postsecondary",79400
MD,Maryland,Graduate Teaching Assistants,39530
MD,Maryland,"Home Economics Teachers, Postsecondary",72180
MD,Maryland,"Recreation and Fitness Studies Teachers, Postsecondary",60000
MD,Maryland,"Vocational Education Teachers, Postsecondary",46580
MD,Maryland,"Postsecondary Teachers, All Other",74680
MD,Maryland,"Preschool Teachers, Except Special Education",31510
MD,Maryland,"Kindergarten Teachers, Except Special Education",53940
MD,Maryland,"Elementary School Teachers, Except Special Education",63050
MD,Maryland,"Middle School Teachers, Except Special and Career/Technical Education",65270
MD,Maryland,"Career/Technical Education Teachers, Middle School",62600
MD,Maryland,"Secondary School Teachers, Except Special and Career/Technical Education",63400
MD,Maryland,"Career/Technical Education Teachers, Secondary School",65380
MD,Maryland,"Special Education Teachers, Preschool",53380
MD,Maryland,"Special Education Teachers, Kindergarten and Elementary School",53420
MD,Maryland,"Special Education Teachers, Middle School",66310
MD,Maryland,"Special Education Teachers, Secondary School",63010
MD,Maryland,"Special Education Teachers, All Other",72120
MD,Maryland,Adult Basic and Secondary Education and Literacy Teachers and Instructors,58110
MD,Maryland,Self-Enrichment Education Teachers,38150
MD,Maryland,"Teachers and Instructors, All Other, Except Substitute Teachers",67410
MD,Maryland,Substitute Teachers,32350
MD,Maryland,Archivists,62580
MD,Maryland,Curators,55470
MD,Maryland,Museum Technicians and Conservators,61830
MD,Maryland,Librarians,66690
MD,Maryland,Library Technicians,40470
MD,Maryland,Audio-Visual and Multimedia Collections Specialists,52920
MD,Maryland,Instructional Coordinators,67790
MD,Maryland,Teacher Assistants,27270
MD,Maryland,"Education, Training, and Library Workers, All Other",60680
MD,Maryland,"Arts, Design, Entertainment, Sports, and Media Occupations",57330
MD,Maryland,Art Directors,81680
MD,Maryland,"Fine Artists, Including Painters, Sculptors, and Illustrators",41630
MD,Maryland,Multimedia Artists and Animators,65790
MD,Maryland,"Artists and Related Workers, All Other",78960
MD,Maryland,Commercial and Industrial Designers,64790
MD,Maryland,Fashion Designers,48780
MD,Maryland,Floral Designers,30530
MD,Maryland,Graphic Designers,58440
MD,Maryland,Interior Designers,50130
MD,Maryland,Merchandise Displayers and Window Trimmers,30960
MD,Maryland,Set and Exhibit Designers,64110
MD,Maryland,"Designers, All Other",54890
MD,Maryland,Actors,*
MD,Maryland,Producers and Directors,68620
MD,Maryland,Coaches and Scouts,42130
MD,Maryland,"Umpires, Referees, and Other Sports Officials",30170
MD,Maryland,Dancers,*
MD,Maryland,Music Directors and Composers,47980
MD,Maryland,Musicians and Singers,*
MD,Maryland,"Entertainers and Performers, Sports and Related Workers, All Other",*
MD,Maryland,Radio and Television Announcers,49590
MD,Maryland,Public Address System and Other Announcers,38680
MD,Maryland,Broadcast News Analysts,78110
MD,Maryland,Reporters and Correspondents,47950
MD,Maryland,Public Relations Specialists,67760
MD,Maryland,Editors,60200
MD,Maryland,Technical Writers,80010
MD,Maryland,Writers and Authors,76190
MD,Maryland,Interpreters and Translators,70740
MD,Maryland,"Media and Communication Workers, All Other",49650
MD,Maryland,Audio and Video Equipment Technicians,46000
MD,Maryland,Broadcast Technicians,57240
MD,Maryland,Sound Engineering Technicians,53960
MD,Maryland,Photographers,37590
MD,Maryland,"Camera Operators, Television, Video, and Motion Picture",64170
MD,Maryland,Film and Video Editors,53530
MD,Maryland,"Media and Communication Equipment Workers, All Other",90120
MD,Maryland,Healthcare Practitioners and Technical Occupations,82500
MD,Maryland,Chiropractors,82320
MD,Maryland,"Dentists, General",159830
MD,Maryland,Oral and Maxillofacial Surgeons,200700
MD,Maryland,Orthodontists,153300
MD,Maryland,"Dentists, All Other Specialists",125900
MD,Maryland,Dietitians and Nutritionists,66340
MD,Maryland,Optometrists,124940
MD,Maryland,Pharmacists,120230
MD,Maryland,Anesthesiologists,#
MD,Maryland,Family and General Practitioners,171480
MD,Maryland,"Internists, General",194410
MD,Maryland,Obstetricians and Gynecologists,230870
MD,Maryland,"Pediatricians, General",162780
MD,Maryland,Psychiatrists,179930
MD,Maryland,Surgeons,258960
MD,Maryland,"Physicians and Surgeons, All Other",175940
MD,Maryland,Physician Assistants,84550
MD,Maryland,Podiatrists,141910
MD,Maryland,Occupational Therapists,85200
MD,Maryland,Physical Therapists,88370
MD,Maryland,Radiation Therapists,80700
MD,Maryland,Recreational Therapists,48550
MD,Maryland,Respiratory Therapists,63380
MD,Maryland,Speech-Language Pathologists,83270
MD,Maryland,Exercise Physiologists,52740
MD,Maryland,"Therapists, All Other",56870
MD,Maryland,Veterinarians,104410
MD,Maryland,Registered Nurses,72210
MD,Maryland,Nurse Anesthetists,168210
MD,Maryland,Nurse Midwives,102710
MD,Maryland,Nurse Practitioners,93020
MD,Maryland,Audiologists,71610
MD,Maryland,"Health Diagnosing and Treating Practitioners, All Other",122190
MD,Maryland,Medical and Clinical Laboratory Technologists,58750
MD,Maryland,Medical and Clinical Laboratory Technicians,40050
MD,Maryland,Dental Hygienists,81540
MD,Maryland,Cardiovascular Technologists and Technicians,62550
MD,Maryland,Diagnostic Medical Sonographers,72760
MD,Maryland,Nuclear Medicine Technologists,78330
MD,Maryland,Radiologic Technologists,62920
MD,Maryland,Magnetic Resonance Imaging Technologists,76620
MD,Maryland,Emergency Medical Technicians and Paramedics,39550
MD,Maryland,Dietetic Technicians,37140
MD,Maryland,Pharmacy Technicians,32030
MD,Maryland,Psychiatric Technicians,39180
MD,Maryland,Respiratory Therapy Technicians,57350
MD,Maryland,Surgical Technologists,48220
MD,Maryland,Veterinary Technologists and Technicians,33370
MD,Maryland,Ophthalmic Medical Technicians,36850
MD,Maryland,Licensed Practical and Licensed Vocational Nurses,50440
MD,Maryland,Medical Records and Health Information Technicians,45670
MD,Maryland,"Opticians, Dispensing",36200
MD,Maryland,Orthotists and Prosthetists,78830
MD,Maryland,Hearing Aid Specialists,41640
MD,Maryland,"Health Technologists and Technicians, All Other",45470
MD,Maryland,Occupational Health and Safety Specialists,86810
MD,Maryland,Occupational Health and Safety Technicians,49090
MD,Maryland,Athletic Trainers,42910
MD,Maryland,Genetic Counselors,92100
MD,Maryland,"Healthcare Practitioners and Technical Workers, All Other",83750
MD,Maryland,Healthcare Support Occupations,31260
MD,Maryland,Home Health Aides,24120
MD,Maryland,Psychiatric Aides,30420
MD,Maryland,Nursing Assistants,28740
MD,Maryland,Orderlies,25920
MD,Maryland,Occupational Therapy Assistants,65350
MD,Maryland,Occupational Therapy Aides,30160
MD,Maryland,Physical Therapist Assistants,56310
MD,Maryland,Physical Therapist Aides,23820
MD,Maryland,Massage Therapists,49140
MD,Maryland,Dental Assistants,38690
MD,Maryland,Medical Assistants,32550
MD,Maryland,Medical Equipment Preparers,35510
MD,Maryland,Medical Transcriptionists,35730
MD,Maryland,Pharmacy Aides,24000
MD,Maryland,Veterinary Assistants and Laboratory Animal Caretakers,26800
MD,Maryland,Phlebotomists,37190
MD,Maryland,"Healthcare Support Workers, All Other",33320
MD,Maryland,Protective Service Occupations,45990
MD,Maryland,First-Line Supervisors of Correctional Officers,58730
MD,Maryland,First-Line Supervisors of Police and Detectives,87540
MD,Maryland,First-Line Supervisors of Fire Fighting and Prevention Workers,86210
MD,Maryland,"First-Line Supervisors of Protective Service Workers, All Other",48320
MD,Maryland,Firefighters,56620
MD,Maryland,Fire Inspectors and Investigators,56920
MD,Maryland,Bailiffs,44590
MD,Maryland,Correctional Officers and Jailers,44060
MD,Maryland,Detectives and Criminal Investigators,95530
MD,Maryland,Fish and Game Wardens,70230
MD,Maryland,Parking Enforcement Workers,32920
MD,Maryland,Police and Sheriff's Patrol Officers,59880
MD,Maryland,Transit and Railroad Police,51240
MD,Maryland,Animal Control Workers,41830
MD,Maryland,Private Detectives and Investigators,51220
MD,Maryland,Gaming Surveillance Officers and Gaming Investigators,27590
MD,Maryland,Security Guards,32160
MD,Maryland,Crossing Guards,24710
MD,Maryland,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",18720
MD,Maryland,Transportation Security Screeners,39520
MD,Maryland,"Protective Service Workers, All Other",37850
MD,Maryland,Food Preparation and Serving Related Occupations,22440
MD,Maryland,Chefs and Head Cooks,48760
MD,Maryland,First-Line Supervisors of Food Preparation and Serving Workers,35970
MD,Maryland,"Cooks, Fast Food",20600
MD,Maryland,"Cooks, Institution and Cafeteria",29430
MD,Maryland,"Cooks, Restaurant",25380
MD,Maryland,"Cooks, Short Order",22610
MD,Maryland,"Cooks, All Other",27140
MD,Maryland,Food Preparation Workers,22960
MD,Maryland,Bartenders,22380
MD,Maryland,"Combined Food Preparation and Serving Workers, Including Fast Food",18750
MD,Maryland,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",21240
MD,Maryland,Waiters and Waitresses,20660
MD,Maryland,"Food Servers, Nonrestaurant",21570
MD,Maryland,Dining Room and Cafeteria Attendants and Bartender Helpers,19660
MD,Maryland,Dishwashers,18320
MD,Maryland,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",19560
MD,Maryland,"Food Preparation and Serving Related Workers, All Other",21960
MD,Maryland,Building and Grounds Cleaning and Maintenance Occupations,26960
MD,Maryland,First-Line Supervisors of Housekeeping and Janitorial Workers,40910
MD,Maryland,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",47990
MD,Maryland,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",25440
MD,Maryland,Maids and Housekeeping Cleaners,22430
MD,Maryland,"Building Cleaning Workers, All Other",23520
MD,Maryland,Pest Control Workers,36250
MD,Maryland,Landscaping and Groundskeeping Workers,27500
MD,Maryland,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",34100
MD,Maryland,Tree Trimmers and Pruners,34270
MD,Maryland,"Grounds Maintenance Workers, All Other",34860
MD,Maryland,Personal Care and Service Occupations,26580
MD,Maryland,Gaming Supervisors,43950
MD,Maryland,Slot Supervisors,32360
MD,Maryland,First-Line Supervisors of Personal Service Workers,40900
MD,Maryland,Animal Trainers,37730
MD,Maryland,Nonfarm Animal Caretakers,24510
MD,Maryland,"Gaming Service Workers, All Other",19070
MD,Maryland,Motion Picture Projectionists,31170
MD,Maryland,"Ushers, Lobby Attendants, and Ticket Takers",19410
MD,Maryland,Amusement and Recreation Attendants,19420
MD,Maryland,Costume Attendants,37580
MD,Maryland,"Locker Room, Coatroom, and Dressing Room Attendants",22180
MD,Maryland,"Entertainment Attendants and Related Workers, All Other",20590
MD,Maryland,Funeral Attendants,26620
MD,Maryland,"Morticians, Undertakers, and Funeral Directors",59290
MD,Maryland,Barbers,33170
MD,Maryland,"Hairdressers, Hairstylists, and Cosmetologists",28840
MD,Maryland,Manicurists and Pedicurists,23390
MD,Maryland,Shampooers,18210
MD,Maryland,Skincare Specialists,35750
MD,Maryland,Baggage Porters and Bellhops,22950
MD,Maryland,Concierges,28320
MD,Maryland,Tour Guides and Escorts,23530
MD,Maryland,Childcare Workers,22570
MD,Maryland,Personal Care Aides,23730
MD,Maryland,Fitness Trainers and Aerobics Instructors,39220
MD,Maryland,Recreation Workers,26480
MD,Maryland,Residential Advisors,27520
MD,Maryland,"Personal Care and Service Workers, All Other",29310
MD,Maryland,Sales and Related Occupations,37930
MD,Maryland,First-Line Supervisors of Retail Sales Workers,44350
MD,Maryland,First-Line Supervisors of Non-Retail Sales Workers,84700
MD,Maryland,Cashiers,20970
MD,Maryland,Gaming Change Persons and Booth Cashiers,24750
MD,Maryland,Counter and Rental Clerks,30950
MD,Maryland,Parts Salespersons,34220
MD,Maryland,Retail Salespersons,25260
MD,Maryland,Advertising Sales Agents,61650
MD,Maryland,Insurance Sales Agents,59300
MD,Maryland,"Securities, Commodities, and Financial Services Sales Agents",88860
MD,Maryland,Travel Agents,39950
MD,Maryland,"Sales Representatives, Services, All Other",69640
MD,Maryland,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",93050
MD,Maryland,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",69240
MD,Maryland,Demonstrators and Product Promoters,38450
MD,Maryland,Real Estate Brokers,90610
MD,Maryland,Real Estate Sales Agents,55270
MD,Maryland,Sales Engineers,107490
MD,Maryland,Telemarketers,24960
MD,Maryland,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",30840
